OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-MS,USGS Mississippi Water Science Center,USGS-07287330,"FANNEGUSHA CREEK NR ITUMA, MS",Stream,,08030206,39.76,sq mi,,,33.22651459000000,-90.0417514000000,,5,seconds,Interpolated from MAP.,NAD83,100.00,feet,10,feet,Unknown.,NGVD29,US,28,051,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07287355,"FANNEGUSHA CREEK NR HOWARD, MS",Stream,,08030206,107,sq mi,107,sq mi,33.13805556000000,-90.1961111000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,123.79,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,28,051,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07287375,"BLACK CREEK AT BOWLING GREEN, MS",Stream,,08030206,28.16,sq mi,,,33.16040510000000,-89.9567510000000,,5,seconds,Interpolated from MAP.,NAD83,100.00,feet,10,feet,Unknown.,NGVD29,US,28,051,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07287400,"BLACK CREEK AT LEXINGTON, MS",Stream,,08030206,88.1,sq mi,88.1,sq mi,33.10527778000000,-90.0533333000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,171.14,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,28,051,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07287404,"HARLAND CREEK NR HOWARD, MS",Stream,,08030206,62.1,sq mi,62.1,sq mi,33.10179419000000,-90.1734194000000,,5,seconds,Interpolated from MAP.,NAD83,133,feet,10,feet,Interpolated from topographic map.,NGVD29,US,28,051,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07287405,"BLACK CREEK AT HOWARD, MS",Stream,,08030206,178,sq mi,178,sq mi,33.11957150000000,-90.1911970000000,24000,5,seconds,Interpolated from MAP.,NAD83,124.52,feet,.1,feet,Level or other surveyed method.,NGVD29,US,28,051,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07287500,"YAZOO RIVER AT YAZOO CITY, MS",Stream,,08030206,8900.00,sq mi,8900,sq mi,32.92805556000000,-90.4127778000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,67.70,feet,10,feet,Unknown.,NGVD29,US,28,163,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07287700,"PHILLIPS BAYOU AT POWELL, MS",Stream,,08030204,,,,,34.48425000000000,-90.5302222000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,28,027,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07288000,"BIG SUNFLOWER RIVER AT CLARKSDALE, MS",Stream,,08030207,108,sq mi,108,sq mi,34.19733086000000,-90.5750990000000,,5,seconds,Interpolated from MAP.,NAD83,130.85,feet,.16,feet,Level or other surveyed method.,NAVD88,US,28,027,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07288048,"RICHIES BAYOU AT SHERARD, MS",Stream,,08030207,,,,,34.20922220000000,-90.7001944000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,28,027,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07288068,"HARRIS BAYOU AT PALMER RD EAST OF ALLIGATOR, MS",Stream,,08030207,,,,,34.07475000000000,-90.6249444000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,126.79,feet,.16,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,28,027,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07288500,"BIG SUNFLOWER RIVER AT SUNFLOWER, MS",Stream,,08030207,767,sq mi,767,sq mi,33.54733970000000,-90.5431441000000,,5,seconds,Interpolated from MAP.,NAD83,93,feet,10,feet,Unknown.,NGVD29,US,28,133,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07288521,"PORTER BAYOU AT STEPHENSVILLE, MS",Stream,,08030207,,,,,33.54825000000000,-90.6723611000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,94.1,feet,.16,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,28,133,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07288550,"QUIVER RIVER NEAR DREW, MS",Stream,,08030207,,,,,33.81841667000000,-90.4250000000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,28,135,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07288580,"QUIVER RIVER NR SUNFLOWER, MS",Stream,,08030207,,,,,33.52956308000000,-90.4386973000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,28,083,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07288595,"QUIVER RIVER AT MOOREHEAD, MS",Stream,,08030207,,,,,33.49694444000000,-90.4877778000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,28,133,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07288621,"BIG SUNFLOWER RIVER AT INDIANOLA, MS",Stream,,08030207,,,,,33.41833330000000,-90.6336111000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,28,133,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-0728862104,"BEASLEY LAKE TRIBUTARY NO 3 NEAR INDIANOLA, MS",Stream,,08030207,0.03,sq mi,0.03,sq mi,33.40416667000000,-90.6680556000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,104.61,feet,0.1,feet,Global Positioning System.,NAVD88,US,28,133,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-0728862105,"BEASLEY LAKE TRIBUTARY NO 4A NEAR INDIANOLA, MS",Stream,,08030207,0.59,sq mi,0.59,sq mi,33.39972220000000,-90.6594444000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,106.25,feet,0.1,feet,Global Positioning System.,NAVD88,US,28,133,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-0728862106,"BEASLEY LAKE TRIBUTARY NO 4B NEAR INDIANOLA, MS",Stream,,08030207,0.27,sq mi,0.27,sq mi,33.40194444000000,-90.6597222000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,106.69,feet,0.1,feet,Global Positioning System.,NAVD88,US,28,133,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-0728862107,"BEASLEY LAKE TRIBUTARY NO 4 NEAR INDIANOLA, MS",Stream,,08030207,1.31,sq mi,1.31,sq mi,33.39777778000000,-90.6669444000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,101.75,feet,0.1,feet,Global Positioning System.,NAVD88,US,28,133,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-0728862108,"BEASLEY LAKE TRIBUTARY NO 1 NEAR INDIANOLA, MS",Stream,,08030207,0.16,sq mi,0.16,sq mi,33.39361110000000,-90.6819444000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,104.52,feet,0.1,feet,Global Positioning System.,NAVD88,US,28,133,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-0728862210,"BROWNS BAYOU TRIBUTARY NO 3 NEAR INVERNESS, MS",Stream,,08030207,0.02,sq mi,0.02,sq mi,33.35055556000000,-90.5022222000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,110.89,feet,0.1,feet,Global Positioning System.,NAVD88,US,28,133,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-0728862211,"BROWNS BAYOU NEAR INVERNESS, MS",Stream,,08030207,2.30,sq mi,2.30,sq mi,33.35777778000000,-90.5102778000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,103.41,feet,0.1,feet,Global Positioning System.,NAVD88,US,28,133,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07288636,"TOMMIE BAYOU AT PACE, MS",Stream,,08030207,,,,,33.79205620000000,-90.8526016000000,24000,1,seconds,Interpolated from MAP.,NAD83,135,feet,.5,feet,Global Positioning System.,NAVD88,US,28,011,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07288650,"BOGUE PHALIA NR LELAND, MS",Stream,,08030207,484,sq mi,484,sq mi,33.39666667000000,-90.8477778000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,86.21,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,28,151,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07288700,"BIG SUNFLOWER RIVER NR ANGUILLA, MS",Stream,,08030207,2578.67,sq mi,,,32.97179360000000,-90.7778758000000,,1,minutes,Interpolated from MAP.,NAD83,,,,,,,US,28,125,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07288800,"YAZOO RIVER AT REDWOOD, MS",Stream,,08030208,12603,sq mi,12603,sq mi,32.48736330000000,-90.8173251000000,,5,seconds,Interpolated from MAP.,NAD83,40.17,feet,10,feet,Unknown.,NGVD29,US,28,149,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07288847,"STEELE BAYOU NR GLEN ALLAN, MS",Stream,,08030209,,,,,33.03151289000000,-90.9981598000000,,5,seconds,Interpolated from MAP.,NAD83,65.26,feet,.01,feet,Level or other surveyed method.,NAVD88,US,28,151,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07288860,"STEELE BAYOU AT GRACE ROAD AT HOPEDALE, MS",Stream,,08030209,,,,,32.95818134000000,-91.0076046000000,,5,seconds,Interpolated from MAP.,NAD83,60.40,feet,.5,feet,Differentially corrected Global Positioning System.,NAVD88,US,28,055,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-0728886910,"STEELE BAYOU TRIB NO 1 NEAR GRACE, MS",Stream,,08030209,,,,,32.91500000000000,-90.9527778000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,28,055,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07288908,"STEELE BAYOU BELOW ONWARD, MS",Stream,,08030209,,,,,32.66985650000000,-90.9548265000000,24000,5,seconds,Interpolated from MAP.,NAD83,49.73,feet,.5,feet,Differentially corrected Global Positioning System.,NAVD88,US,28,125,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07288955,"YAZOO RIVER BL STEELE BAYOU NR LONG LAKE, MS",Stream,,08030208,13355,sq mi,13355,sq mi,32.44416667000000,-90.9141667000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,0.00,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,28,149,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07289000,"MISSISSIPPI RIVER AT VICKSBURG, MS",Stream,,08030100,1144500,sq mi,1140500,sq mi,32.31500000000000,-90.9058333000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,46.22,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,28,149,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07290000,"BIG BLACK RIVER NR BOVINA, MS",Stream,,08060202,2812,sq mi,2812,sq mi,32.34777778000000,-90.6969444000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,85.07,feet,.1,feet,Level or other surveyed method.,NAVD88,US,28,049,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07290650,"BAYOU PIERRE NR WILLOWS, MS",Stream,,08060203,654,sq mi,654,sq mi,32.01861110000000,-90.8783333000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,82.32,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,28,021,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07292500,"HOMOCHITTO RIVER AT ROSETTA, MS",Stream,,08060205,787,sq mi,787,sq mi,31.32472220000000,-91.1094444000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,94.39,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,28,037,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-302345088343800,PASCAGOULA RIVER AT MI 4               024802087,Stream,,03170006,,,,,30.39603264000000,-88.5772396000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,28,059,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-302455088313100,ESCATAWPA RIVER AT MI 3                024802061,Stream,,03170008,,,,,30.41547694000000,-88.5252932000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,28,059,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-302507088342800,PASCAGOULA RIVER AT MI 6               024802082,Stream,,03170006,,,,,30.41881018000000,-88.5744620000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,28,059,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-302515088301300,ESCATAWPA RIVER AT MI 5                024802055,Stream,,03170008,,,,,30.42103246000000,-88.5036256000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,28,059,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-302541088290100,ESCATAWPA RIVER AT MI 7                024802053,Stream,,03170008,,,,,30.42825455000000,-88.4836249000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,28,059,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-322023090544500,"MISSISSIPPI RIVER ABOVE VICKSBURG AT MILE 438, MS",Stream,,08030100,1131145,sq mi,,,32.33972220000000,-90.9125000000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,28,149,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-330304090210100,"BEE LAKE TRIBUTARY NO 1 NR THORNTON, MS",Stream,,08030206,,,,,33.05111110000000,-90.3502778000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,96.,feet,2.5,feet,Interpolated from topographic map.,NAVD88,US,28,051,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-330339091022000,"LK WASHINGTON TRIB NO 2 NR MARATHON, MS",Stream,,08030209,,,,,33.06083333000000,-91.0388889000000,2400,.5,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,28,151,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-330548091055100,"LK WASHINGTON TRIB AT STEIN RD NR CHATHAM, MS",Stream,,08030209,,,,,33.09666667000000,-91.0975000000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,28,151,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-333136090244900,"TURKEY BAYOU NEAR ITTA BENA, MS",Stream,,08030207,,,,,33.52678550000000,-90.4136970000000,,.5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,28,083,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-333150090530400,"UNNAMED TRIBUTARY CLEAR CREEK NEAR NAPANEE, MS",Stream: Ditch,,08030207,0.85,sq mi,0.85,sq mi,33.53055556000000,-90.8844444000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,121.,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,28,011,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-333420090445900,"PORTER BAYOU TRIB NO 1 NW OF FRAZIER, MS",Stream,,08030207,,,,,33.57236110000000,-90.7499722000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,28,133,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-333601090450000,"PORTER BAYOU NEAR SHAW, MS",Stream,,08030207,,,,,33.60052778000000,-90.7500833000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,28,011,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-333830090394600,"PORTER BAYOU TRIB NO 4 OFF FOX ROAD NR SHAW, MS",Stream,,08030207,,,,,33.64166667000000,-90.6627778000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,28,011,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-335054090230200,"PARKS BAYOU NEAR SWAN LAKE, MS",Stream,,08030207,,,,,33.84855556000000,-90.3841111000000,,.5,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,28,135,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-341404090385600,"OVERCUP SLOUGH TRIBUTARY NO 1 NEAR FARRELL, MS",Stream,,08030207,,,,,34.23444444000000,-90.6488889000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,28,027,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-341453090382800,"OVERCUP SLOUGH TRIB NO 3 NR FARRELL, MS",Stream,,08030207,,,,,34.24805556000000,-90.6411111000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,28,027,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-341550090391300,"OVERCUP SLOUGH TRIBUTARY NO 2 NEAR FARRELL, MS",Stream,,08030207,,,,,34.26388889000000,-90.6536111000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,28,027,,,,,,,,,,NWIS
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NATR_BSCR,Big Sand Creek,River/Stream,,08060202,,,,,32.1168888900,-90.7674444440,,,,GPS-Unspecified,NAD83,,,,,,,US,28,021,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NATR_CQCR,Chuquatonchee Creek,River/Stream,,03160104,,,,,34.0200555600,-88.8929166670,,,,GPS-Unspecified,NAD83,94,m,,,Topographic Map Interpolation,NGVD29,US,28,017,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NATR_FICR,Five Mile Creek,River/Stream,,08060202,,,,,32.1712777800,-90.6594722220,,,,GPS-Unspecified,NAD83,45,m,,,Topographic Map Interpolation,NGVD29,US,28,049,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NATR_HCCR,Hurricane Creek,River/Stream,"Hurricane Creek, located near MM 165 shows signs of severe erosion of its loess banks.  It is one of the few streams with turbulent flow in this section of the parkway.  Sampling will occur at the parkway bridge near the Hurricane Creek parking lot.",03180001,,,,,33.0830555600,-89.5250277780,,,,GPS-Unspecified,NAD83,120,m,,,Topographic Map Interpolation,NGVD29,US,28,007,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NATR_HOCR,Houlka Creek,Channelized Stream,,03160104,,,,,33.8800000000,-88.9531666670,,,,GPS-Unspecified,NAD83,81,m,,,Topographic Map Interpolation,NGVD29,US,28,017,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NATR_JOCR,Jourdan Creek,River/Stream,Jourdan Creek represents the southern-most of the gravel-bedded streams along the Trace.  Located near MM 295 this stream is accessed via an adjacent parking lot.,03160101,,,,,34.5178055600,-88.2917222220,,,,GPS-Unspecified,NAD83,112,m,,,Topographic Map Interpolation,NGVD29,US,28,141,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NATR_LBCR,Little Bywy Creek,River/Stream,"Draining lands around the Jeff Busby campground, the preservation of the quality of Little Bywy Creek was of concern during the early 1990s.  This site can be accessed from the parkway at bridge crossing.",08060201,,,,,33.4069722200,-89.2750000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,117,m,,,Topographic Map Interpolation,NGVD29,US,28,019,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NATR_LBPI,Little Bayou Pierre,River/Stream,,08060203,,,,,31.9538888900,-90.9623888890,,,,GPS-Unspecified,NAD83,,,,,,,US,28,021,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NATR_LNCR,Line Creek,River/Stream,,03160104,,,,,33.6533055600,-89.0722777780,,,,GPS-Unspecified,NAD83,98,m,,,Topographic Map Interpolation,NGVD29,US,28,155,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NATR_LSCR,Little Sand Creek,River/Stream,"Located beside the Rocky Springs (which no longer flows) campground, Little Sand Creek flows over course gravels through small riffles and pools.",08060202,,,,,32.0906800000,-90.7976200000,,,,GPS-Unspecified,NAD83,47,m,,,Topographic Map Interpolation,NGVD29,US,28,021,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NATR_MBCR,Middle Bywy Creek,River/Stream,"Draining lands around the Jeff Busby campground, the preservation of the quality of Middle Bywy Creek was of concern during the early 1990s.  This site can be accessed from the parkway at bridge crossing.",08060201,,,,,33.4224722200,-89.2647500000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,111,m,,,Topographic Map Interpolation,NGVD29,US,28,019,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NATR_MCCR,McCurtain Creek,River/Stream,,08060201,,,,,33.3521388900,-89.3433888890,,,,GPS-Unspecified,NAD83,121,m,,,Topographic Map Interpolation,NGVD29,US,28,019,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NATR_MICR,Mud Island Creek,River/Stream,"Mud Island Creek typifies the loess-banked, fine substrate low-gradient streams of southern portion of the Trace.  The site is access by a path leading from the parking lot through the picnic grounds.",08060204,,,,,31.7666666700,-91.1643611110,,,,GPS-Unspecified,NAD83,27,m,,,Topographic Map Interpolation,NGVD29,US,28,063,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NATR_NFCR,North Fork Coles Creek,River/Stream,North Fork Coles Creek is 303d listed.  The entire main stem of the North Fork has been classified as non-attainment due to biological impairment. There is no easy public access.,08060204,,,,,31.7801666700,-91.1404722220,,,,GPS-Unspecified,NAD83,26,m,,,Topographic Map Interpolation,NGVD29,US,28,063,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NATR_NICR,Nine Mile Creek,River/Stream,,03180001,,,,,32.7836666700,-89.6890833340,,,,Interpolation-Satellite,NAD83,105,m,,,Topographic Map Interpolation,NGVD29,US,28,079,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NATR_OFCR,Old Field Creek,River/Stream,,03160104,,,,,33.6875000000,-89.0416666670,,,,GPS-Unspecified,NAD83,85,m,,,Topographic Map Interpolation,NGVD29,US,28,155,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NATR_OWCR,Owens Creek,River/Stream,,08060203,,,,,32.0256500000,-90.8410469440,,,,Interpolation-Digital Map Source,NAD27,39,m,,,Topographic Map Interpolation,NGVD29,US,28,021,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NATR_SFCR,South Fork Coles Creek,River/Stream,,08060204,,,,,31.7095000000,-91.1796388890,,,,GPS-Unspecified,NAD83,30,m,,,Topographic Map Interpolation,NGVD29,US,28,063,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-02436500,TOWN CREEK,River/Stream,NEAR NETTLETON AT HWY 45,03160102,,,,,34.0591666700,-88.6280000000,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,095,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-02439400,BUTTAHATCHEE RIVER,River/Stream,NEAR ABERDEEN AT BARTAHATCHIE RD 13.7 MILES SE OF ABERDEEN,03160103,,,,,33.7901666700,-88.3153333300,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,095,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-02443000,LUXAPALLILA CREEK,River/Stream,AT STEENS AT STEENS/GUNSHOOT RD 0.2 MILES SW OF STEENS,03160105,,,,,33.5604166700,-88.3153055600,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,087,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-02472820,OKATOMA CREEK,River/Stream,AT SEMINARY AT HWY 590 0.1 MILE WEST OF SEMINARY,03170004,,,,,31.5629166700,-89.5044722200,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,031,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-02472850,OKATOMA CREEK,River/Stream,AT SANFORD AT HWY 598 0.1 MILE WEST OF SANFORD,03170004,,,,,31.4893333300,-89.4334722200,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,031,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-02474500,TALLAHALA CREEK,River/Stream,NEAR RUNNELSTOWN AT THOMAS CREEK RD 3 MILES SOUTH OF RUNNELSTOWN,03170005,,,,,31.3328888900,-89.1125000000,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,111,,,,,,,,,,STORET
