,MonitoringLocationIdentifier,LatitudeMeasure,LongitudeMeasure,DrainageAreaMeasure/MeasureValue
48,21FLDADE-MR08,25.8103755,-80.2642734,
49,21FLDADE-MR15,25.8959808,-80.379429,
50,21FLDADE-MW04,25.4712872,-80.3792762,
51,21FLDADE-MW05,25.521443,-80.4435492,
52,21FLDADE-MW13,25.5174877,-80.5425794,
53,21FLDADE-NO07,25.4626839,-80.4121686,
54,21FLDADE-OL03,25.9637064,-80.1502022,
55,21FLDADE-OL06,25.938785,-80.1504176,
56,21FLDADE-PR03,25.5195182,-80.364046,
57,21FLDADE-PR04A,25.536972,-80.3895984,
58,21FLDADE-PR08,25.5870676,-80.5112166,
59,21FLDADE-SK02,25.9319891,-80.1523133,
60,21FLDADE-SK09,25.964234,-80.3110905,
61,21FLDADE-SP04,25.6740799,-80.2840729,
62,21FLDADE-SP08,25.7154804,-80.3829744,
63,21FLDADE-TM02,25.7855632,-80.2559449,
64,21FLDADE-TM03,25.7933861,-80.2648038,
65,21FLDADE-TM08,25.761778,-80.4810792,
66,21FLDADE-WC02,25.7843109,-80.2104451,
67,21FLDADE-WC03,25.7876538,-80.2150483,
68,21FLDADE-WC04,25.7944234,-80.2214498,
90,21FLEECO_WQX-25-GR20,26.714956,-81.780001,
91,21FLEECO_WQX-26-GR20,26.718929,-81.765178,
93,21FLEECO_WQX-27O-GR20,26.740298,-81.755697,
98,21FLEECO_WQX-39-GR20,26.718666,-81.68817,
104,21FLEECO_WQX-47A-28GR,26.445051,-81.788494,
105,21FLEECO_WQX-47A-40GR,26.493622,-81.726688,
107,21FLEECO_WQX-47B-11GR,26.409601,-81.811374,
110,21FLEECO_WQX-48-25GR,26.362296,-81.790384,
124,21FLEECO_WQX-IMPRGR90,26.451321,-81.691111,
131,21FLEECO_WQX-YFC-CI,26.681003,-81.904339,
132,21FLGFWF-03090101-BC-03,28.32432,-81.31402,
133,21FLGFWF-03090101-CD-23,28.28667,-81.41944,
134,21FLGFWF-03090101-CD-24,28.30667,-81.39583,
135,21FLGFWF-03090101-MS-11,28.30417,-81.38889,
136,21FLGFWF-03090101-RC-01,28.3324283,-81.58079,
137,21FLGFWF-03090101-RC-04,28.26056,-81.54167,
138,21FLGFWF-03090101-SC-05,28.30389,-81.45111,
139,21FLGFWF-03090101-SC-08,28.26806,-81.42722,
140,21FLGFWF-03140103-SR-11,30.69583,-86.56611,
141,21FLGFWF-03140104-BR-11,30.62361,-87.03611,
142,21FLGFWF-03140104-PC-01,30.6856,-87.13194,
143,21FLGFWF-03140305-ER-06,30.54722,-87.19722,
144,21FLGFWF-03140305-ER-07,30.66889,-87.26667,
145,21FLGFWF-03140305-ER-10,30.965,-87.23417,
146,21FLGW_WQX-3494,25.95259,-81.3559,
147,21FLGW_WQX-3495,26.16814,-81.76675,
148,21FLGW_WQX-3499,27.10027,-82.33277,
149,21FLGW_WQX-3508,28.06861,-80.6225,
150,21FLGW_WQX-3509,28.21445,-82.66593,
151,21FLGW_WQX-3513,28.988548,-82.349844,
152,21FLGW_WQX-3515,29.18308,-81.5227,
153,21FLGW_WQX-3516,29.21694,-81.10916,
154,21FLGW_WQX-3517,29.37305,-81.90166,
155,21FLGW_WQX-3519,29.59262,-82.93849,
156,21FLGW_WQX-3524,29.948569,-85.016186,
157,21FLGW_WQX-3526,30.147834,-83.968976,
158,21FLGW_WQX-3527,30.176743,-84.668499,
159,21FLGW_WQX-3528,30.199413,-84.177994,
160,21FLGW_WQX-3531,30.384751,-85.556987,
161,21FLGW_WQX-3532,30.426464,-84.927376,
162,21FLGW_WQX-3533,30.44086,-86.86642,
163,21FLGW_WQX-3534,30.451176,-85.898033,
164,21FLGW_WQX-3535,30.508115,-82.716569,
165,21FLGW_WQX-3536,30.669151,-86.186607,
166,21FLGW_WQX-3537,30.574925641,-81.608641475,
167,21FLGW_WQX-3540,30.669228,-84.305196,
168,21FLGW_WQX-3541,30.670181,-87.267008,
169,21FLGW_WQX-3543,30.700731,-84.859462,
170,21FLGW_WQX-3544,30.73777,-81.68722,
171,21FLGW_WQX-3545,30.833395,-86.733732,
172,21FLGW_WQX-3546,30.925354,-86.559172,
173,21FLGW_WQX-3547,30.947547,-85.258037,
174,21FLGW_WQX-3548,30.949894,-85.843309,
175,21FLGW_WQX-3549,30.964065,-87.235993,
176,21FLGW_WQX-3550,30.97836,-87.52802,
177,21FLGW_WQX-3552,30.287188,-85.144941,
178,21FLGW_WQX-3557,28.54274709,-80.942624808,
179,21FLGW_WQX-3559,26.33007,-80.21226,
180,21FLGW_WQX-3560,28.352453,-82.126144,
181,21FLGW_WQX-3563,30.038674,-84.843748,
182,21FLGW_WQX-3564,29.221561994,-82.75805802,
183,21FLGW_WQX-3565,30.53488,-87.3428,
184,21FLGW_WQX-3566,28.51887,-82.5807,
185,21FLGW_WQX-3569,28.52465,-81.2439,
186,21FLGW_WQX-3570,25.2896466,-80.4449433,
187,21FLGW_WQX-3571,25.54538,-80.34588,
188,21FLGW_WQX-3572,25.81065,-80.26421,
189,21FLIMCA-ALDERMAN,27.65569,-82.10918,
190,21FLIMCA-LM674,27.7046667,-82.1841667,
191,21FLKWAT-CIT-CR-CANAL14,28.8813888,-82.5949722,
192,21FLKWAT-CIT-CR-CANAL18,28.8773333,-82.5956388,
193,21FLKWAT-CIT-CR-CANAL21,28.8806944,-82.5972222,
205,21FLKWAT-VOL-SP-CREEK-1,29.0725,-81.0683333,
206,21FLKWAT-VOL-SP-CREEK-2,29.0569444,-81.0508333,
207,21FLKWAT-VOL-SP-CREEK-3,29.0691666,-81.0266666,
208,21FLKWAT-WAK-WA-RIVER-1,30.2357166,-84.3008333,
209,21FLKWAT-WAK-WA-RIVER-2,30.23555,-84.3027166,
210,21FLKWAT-WAK-WA-RIVER-3,30.2353333,-84.302,
211,21FLKWAT-WAL-PE-CREEK-1,30.358,-86.1078666,
212,21FLKWAT-WAL-PE-CREEK-2,30.3576333,-86.1075333,
213,21FLKWAT-WAL-PE-CREEK-3,30.3573,-86.1072,
214,21FLLOX_WQX-100,26.977266501,-80.1659744,
215,21FLLOX_WQX-101,27.023802101,-80.1658262,
216,21FLLOX_WQX-105,26.971485201,-80.1886531,
217,21FLLOX_WQX-107,26.978191801,-80.1463321,
218,21FLLOX_WQX-65,26.991137901,-80.1550456,
219,21FLLOX_WQX-66,26.985330201,-80.1618067,
220,21FLLOX_WQX-67,26.976002701,-80.1633482,
221,21FLLOX_WQX-68,26.954927301,-80.1643593,
222,21FLLOX_WQX-69,26.937309401,-80.1761552,
223,21FLLOX_WQX-92,26.911357274,-80.176006317,
224,21FLLOX_WQX-95,26.934725401,-80.1911745,
225,21FLMANA-BC41,27.4164166,-82.5749166,
226,21FLMANA-BR1,27.428,-82.4825,
227,21FLMANA-BR2,27.4171666,-82.468,
228,21FLMANA-BR3,27.4125,-82.4558333,
229,21FLMANA-LL1,27.4115,-82.449,
230,21FLMANA-MR1,27.2901666,-82.2455,
231,21FLMANA-TS1,27.4241666,-82.4945,
232,21FLMANA-TS2,27.414,-82.4813333,
233,21FLMANA-TS3,27.3715,-82.4596666,
234,21FLMANA-TS4,27.3971666,-82.4506666,
235,21FLMANA-TS5,27.4206666,-82.4331666,
236,21FLMANA-TS6,27.4206666,-82.4215,
237,21FLMANA-TS7,27.435,-82.4683333,
238,21FLMANA-UM1,27.5141666,-82.3668333,
239,21FLMANA-UM3,27.4945,-82.3076666,
240,21FLMANA-UM4,27.4675,-82.2706666,
241,21FLMANA_WQX-BC41,27.4164166,-82.5749166,
242,21FLMANA_WQX-BR1,27.428000001,-82.4825,
243,21FLMANA_WQX-BR2,27.417166601,-82.468,
244,21FLMANA_WQX-BR3,27.4125,-82.4558333,
245,21FLMANA_WQX-LL1,27.411500001,-82.449,
246,21FLMANA_WQX-MR1,27.290166601,-82.2455,
247,21FLMANA_WQX-TS1,27.424166601,-82.4945,
248,21FLMANA_WQX-TS2,27.411200431,-82.482041318,
249,21FLMANA_WQX-TS3,27.388881409,-82.459537854,
250,21FLMANA_WQX-TS4,27.396650001,-82.452422,
251,21FLMANA_WQX-TS5,27.420666601,-82.4331666,
252,21FLMANA_WQX-TS6,27.420272001,-82.425714,
253,21FLMANA_WQX-TS7,27.434650001,-82.466692,
254,21FLMANA_WQX-UM1,27.514166601,-82.3668333,
255,21FLMANA_WQX-UM3,27.494308001,-82.307594,
256,21FLMANA_WQX-UM4,27.467500001,-82.2706666,
257,21FLORAN-LES,28.6486111,-81.1769444,
258,21FLORAN-SJ19,28.4454995,-80.8906908,
260,21FLPCSW-FL0007000262900,28.716,-82.577666,
261,21FLPCSW-FL0007000263000,28.7146666,-82.608,
262,21FLPCSW-FL0007000263600,28.7083333,-82.691666,
263,21FLPCSW-FL0050000263700,28.5181166,-82.573583,
264,21FLPCSW-FL0052000263400,29.025,-82.721666,
265,21FLPCSW-FL0052000263500,29.025,-82.675,
266,21FLPCSW-FL0055000263100,28.905,-82.618333,
267,21FLPCSW-FL0097000263200,28.7883333,-82.618333,
268,21FLPOLK-ALAFIA1N,27.8906388,-82.0129444,
269,21FLPOLK-ALAFIA2S,27.7671944,-81.9914166,
270,21FLPOLK-BLACKWATER CR1,28.0815,-82.0273611,
271,21FLPOLK-GATOR CREEK1,28.1655277,-81.9222777,
272,21FLPOLK-HORSE CR2,28.1755,-81.5981666,
273,21FLPOLK-ITCHEPACK CR1,28.0681666,-82.0314444,
274,21FLPOLK-LENA RUN1,28.0515,-81.8000277,
275,21FLPOLK-LENA RUN2,28.0001111,-81.8116666,
276,21FLPOLK-LIVINGSTON CR1,27.7085833,-81.4465,
277,21FLPOLK-MARION CREEK1,28.0695,-81.4812222,
282,21FLPOLK-PEACE RIVER1,27.8208611,-81.7993333,
283,21FLPOLK-PEACE RIVER10,27.9014444,-81.81725,
284,21FLPOLK-SADDLE CREEK1,28.0021944,-81.8514722,
285,21FLPOLK-SADDLE CREEK9,27.9225555,-81.8265555,
286,21FLPOLK-TIGER CREEK3,27.8343333,-81.4688333,
290,21FLSFWM-ACME1DS,26.6078453,-80.2881014,
300,21FLSFWM-C102L31N,25.5869028,-80.5270178,
301,21FLSFWM-C103L31N,25.5170153,-80.5588478,
302,21FLSFWM-C113L31N,25.4820153,-80.5619331,
303,21FLSFWM-C11FL,26.0639192,-80.3142217,
304,21FLSFWM-C11I75,26.0631769,-80.3635325,
305,21FLSFWM-C11US27,26.0612917,-80.4315319,
306,21FLSFWM-C11W05,26.0721772,-80.4587558,
307,21FLSFWM-C11W09,26.0618386,-80.4588147,
308,21FLSFWM-C11W16,26.0562833,-80.4598667,
309,21FLSFWM-C11W17,26.0615833,-80.4736,
310,21FLSFWM-C11W22,26.0300383,-80.4963961,
311,21FLSFWM-C11W23,26.0606625,-80.5667119,
312,21FLSFWM-C11W24,25.9693269,-80.5422189,
313,21FLSFWM-C11W25,25.9148617,-80.583215,
315,21FLSFWM-C13901,26.681,-81.0165556,
316,21FLSFWM-C13902,26.66625,-81.0636139,
317,21FLSFWM-C13903,26.6223611,-81.0633889,
318,21FLSFWM-C13904,26.6082222,-81.0483889,
319,21FLSFWM-C13905,26.6077778,-81.13275,
320,21FLSFWM-C13906,26.5193889,-81.12625,
321,21FLSFWM-C13907,26.4287778,-81.14275,
322,21FLSFWM-C13908,26.4291667,-81.1284167,
323,21FLSFWM-C13909,26.4591667,-81.1085556,
324,21FLSFWM-C13910,26.46,-81.0771944,
325,21FLSFWM-C13911,26.4605556,-81.0348889,
326,21FLSFWM-C13912,26.46,-81.048,
327,21FLSFWM-C13913,26.4341389,-80.9806667,
328,21FLSFWM-C13914,26.5215,-80.9808056,
329,21FLSFWM-C13915,26.5651389,-80.9822222,
330,21FLSFWM-C139DFC,26.4322986,-80.9464519,
346,21FLSFWM-C51S5AE,26.6845086,-80.3619922,
365,21FLSFWM-G108,26.3681344,-80.9789531,
368,21FLSFWM-G211,25.6600308,-80.4976169,
373,21FLSFWM-G302,26.6767667,-80.3805556,
374,21FLSFWM-G342A,26.4618503,-80.9462853,
375,21FLSFWM-G342B,26.4485369,-80.9462853,
376,21FLSFWM-G342C,26.4480036,-80.9464353,
377,21FLSFWM-G342D,26.4346542,-80.9458019,
378,21FLSFWM-G349B,26.4599853,-80.8830922,
379,21FLSFWM-G350B,26.4331031,-80.8827336,
380,21FLSFWM-G600,26.3325797,-80.8817286,
381,21FLSFWM-G604,26.3326592,-80.8819419,
382,21FLSFWM-G606,26.3326194,-80.8813894,
383,21FLSFWM-G607,26.3320083,-80.87999,
384,21FLSFWM-G64,26.2325267,-80.4618242,
385,21FLSFWM-G94B,26.4824053,-80.2211275,
386,21FLSFWM-G94D,26.5928458,-80.2714342,
388,21FLSFWM-GORDYRD,27.4027778,-80.3988889,
393,21FLSFWM-KRANC38,27.4625375,-81.1675636,
394,21FLSFWM-KRBNOX13,27.4339272,-81.1706194,
395,21FLSFWM-KRCNC38,27.4893331,-81.1881194,
396,21FLSFWM-KRDRMONT,27.4861408,-81.1970086,
419,21FLSFWM-KREA 91,27.7235553,-81.1673017,
420,21FLSFWM-KREA 92,27.6742406,-81.1450014,
421,21FLSFWM-KREA 93,27.4615986,-81.1709358,
422,21FLSFWM-KREA 94,27.4489489,-80.1517958,
423,21FLSFWM-KREA 95,27.4153336,-81.1424022,
424,21FLSFWM-KREA 97,27.7506928,-81.3099544,
425,21FLSFWM-KREA 98,27.4871475,-81.1966197,
426,21FLSFWM-KRENICE,27.7506817,-81.1767294,
428,21FLSFWM-L28IN,26.2581939,-80.9532864,
429,21FLSFWM-L28IS,26.1397222,-80.8780556,
430,21FLSFWM-L28U,26.2605267,-80.8301164,
432,21FLSFWM-L31WBERM,25.4826717,-80.5742614,
443,21FLSFWM-MBOXSOU,26.9078117,-81.8878867,
444,21FLSFWM-NF055TN1,26.5522944,-81.0200644,
445,21FLSFWM-NFEED,26.3393578,-80.9790922,
472,21FLSFWM-S175,25.4178919,-80.5736711,
484,21FLSFWM-S331,25.6116111,-80.5090558,
485,21FLSFWM-S331-173,25.6116111,-80.5090558,
487,21FLSFWM-S332D,25.4840403,-80.5625928,
488,21FLSFWM-S332DW,25.4833961,-80.5689083,
491,21FLSFWM-S334,25.7617025,-80.5021883,
494,21FLSFWM-S352AS,26.8645022,-80.6317208,
495,21FLSFWM-S352UP,26.8639467,-80.6319986,
501,21FLSFWM-S5AD,26.6707808,-80.3858817,
513,21FLSFWM-S6D,26.4726342,-80.4455589,
523,21FLSFWM-S9DS,26.0614339,-80.4444594,
558,21FLSFWM-USL3BRS,26.3331353,-80.8825619,
559,21FLSFWM-USSO,26.3304686,-80.8817008,
560,21FLSFWM-WFEED,26.3028872,-81.0742611,
561,21FLSFWM-WWEIR,26.3027483,-81.0742333,
562,21FLSJWM-ANSE01,27.6989528,-80.63665,
563,21FLSJWM-BB22,29.5952778,-81.6791667,
564,21FLSJWM-BCC,27.7412139,-80.7751972,
565,21FLSJWM-BCMCU,27.8209944,-80.7431667,
566,21FLSJWM-BCWMO,27.7526889,-80.7089583,
567,21FLSJWM-BLC,30.0819444,-81.8097222,
568,21FLSJWM-BSF,30.0608333,-81.8713889,
569,21FLSJWM-C40E8,27.9552611,-80.770075,
570,21FLSJWM-C52TP,27.5600972,-80.6890389,
571,21FLSJWM-C54US,27.8306444,-80.5397778,
572,21FLSJWM-CEW,28.2472833,-80.8413861,
573,21FLSJWM-DBR,29.6952778,-81.5805556,
574,21FLSJWM-DEEPCC,29.7738611,-81.5288333,
575,21FLSJWM-DEPHCA,28.8919997,-81.8292833,
576,21FLSJWM-DEPHCB,28.8811,-81.7991625,
577,21FLSJWM-DNC,29.5630556,-81.5866667,
578,21FLSJWM-DPB,29.7405556,-81.5027778,
579,21FLSJWM-DUNNSCRK,29.5634667,-81.5867694,
580,21FLSJWM-FDCFT,27.5688222,-80.7960333,
581,21FLSJWM-FP42,29.709,-81.5805556,
582,21FLSJWM-FP44,29.8081111,-81.5701111,
583,21FLSJWM-HAT26,29.6872222,-82.2066667,
584,21FLSJWM-HBI,28.0082139,-80.7939639,
585,21FLSJWM-HBO,28.0259833,-80.7992111,
586,21FLSJWM-HCC,30.0277778,-81.6536111,
587,21FLSJWM-HOG30,29.6381944,-82.3925833,
588,21FLSJWM-HRFA,28.7654123,-81.8983739,
589,21FLSJWM-HRMA,28.7633915,-81.8961228,
590,21FLSJWM-IRLBFC,28.755,-80.845,
591,21FLSJWM-IRLCCU,28.0775,-80.6022222,
592,21FLSJWM-IRLEGU,28.1236111,-80.6305556,
593,21FLSJWM-IRLGUS,27.9680556,-80.5447222,
594,21FLSJWM-IRLHUS,28.1665878,-80.6443875,
595,21FLSJWM-IRLSUS,27.8541667,-80.4913889,
596,21FLSJWM-IRLTBC,28.8205556,-80.8613889,
597,21FLSJWM-IRLVMC,27.6491667,-80.4022222,
598,21FLSJWM-IRLVNC,27.6927778,-80.4136111,
599,21FLSJWM-IRLVSC,27.6047222,-80.3827778,
600,21FLSJWM-JGS,28.0748972,-80.8878806,
601,21FLSJWM-LATMAX,27.6277222,-80.7763056,
602,21FLSJWM-LG12,29.3784167,-81.6510556,
603,21FLSJWM-LPI,28.311925,-80.8092722,
604,21FLSJWM-LPO,28.3572667,-80.8720056,
605,21FLSJWM-LWE,28.1136083,-80.7472722,
606,21FLSJWM-LWI,28.23595,-80.8599861,
607,21FLSJWM-LWO,28.2685611,-80.8330056,
608,21FLSJWM-LWW,28.1668139,-80.7696417,
609,21FLSJWM-MBU,29.0788639,-81.8814278,
610,21FLSJWM-MFCA,28.77,-81.9130556,
611,21FLSJWM-MOB,29.7713889,-81.4805556,
612,21FLSJWM-MSJFGF,29.4299139,-81.6678806,
613,21FLSJWM-NBC,30.0755556,-81.8630556,
614,21FLSJWM-NWOLF,28.2135278,-80.9113056,
615,21FLSJWM-OCKLRM,29.4747222,-81.6977778,
616,21FLSJWM-OHD,29.7136111,-81.5452778,
617,21FLSJWM-PA32,29.6504722,-81.6219167,
618,21FLSJWM-PADGTT,27.6662194,-80.7991667,
619,21FLSJWM-PALMOC,29.9700278,-81.5712222,
620,21FLSJWM-PC20,29.6111111,-82.2483333,
621,21FLSJWM-PENNY,28.1818417,-80.8952639,
622,21FLSJWM-PI54,29.9788889,-81.6177778,
623,21FLSJWM-PP62,30.0280556,-81.6808333,
624,21FLSJWM-PTC,30.0344444,-81.7233333,
625,21FLSJWM-RCB,29.7013889,-81.6594444,
626,21FLSJWM-S251EU,27.6954417,-80.6426972,
627,21FLSJWM-S255EU,27.8669333,-80.7461694,
628,21FLSJWM-S256EU,27.9107556,-80.7454583,
629,21FLSJWM-S96BO,27.8251722,-80.7409806,
630,21FLSJWM-SAVFERPI,29.8819444,-81.5844444,
631,21FLSJWM-SAVFERPO,29.8837361,-81.5868889,
632,21FLSJWM-SAVFPLI,29.6327778,-81.5911111,
633,21FLSJWM-SAVFPLO,29.6344333,-81.5932944,
634,21FLSJWM-SAVHOLCI,30.0320139,-81.6538056,
635,21FLSJWM-SAVHOLCO,30.0307306,-81.6524167,
636,21FLSJWM-SAVMOCSI,30.1297222,-81.6919444,
637,21FLSJWM-SAVMOCSO,30.1296028,-81.690325,
638,21FLSJWM-SAVRICNI,29.71,-81.6397222,
639,21FLSJWM-SAVRICNO,29.7047222,-81.6369444,
640,21FLSJWM-SAVSCRAI,29.8383333,-81.6022222,
641,21FLSJWM-SAVSCRAO,29.8397222,-81.5977778,
642,21FLSJWM-SAVWARCI,29.6965528,-81.6131556,
643,21FLSJWM-SAVWARCO,29.7019306,-81.6114528,
644,21FLSJWM-SAVWELKI,29.4987611,-81.6871278,
645,21FLSJWM-SAVWELKO,29.4990472,-81.6871222,
646,21FLSJWM-SGI,28.0628417,-80.7893417,
647,21FLSJWM-SGO,28.078125,-80.7678139,
648,21FLSJWM-SHORIA,28.9938889,-81.8386111,
649,21FLSJWM-SJCM25,29.9211111,-81.6016667,
650,21FLSJWM-SJGCE,29.9855556,-81.5977778,
651,21FLSJWM-SJGCW,29.9719444,-81.6183333,
652,21FLSJWM-SJM37,29.7502778,-81.55,
653,21FLSJWM-SJP,29.6436111,-81.625,
654,21FLSJWM-SJR528,28.4527083,-80.8967417,
655,21FLSJWM-SJRCC,29.6988889,-81.6366667,
656,21FLSJWM-SJRCE,29.6963889,-81.6233333,
657,21FLSJWM-SJRCW,29.7088889,-81.6397222,
658,21FLSJWM-SJRHBP,30.0666667,-81.6869444,
659,21FLSJWM-SJRM40W,30.1280333,-81.6787333,
660,21FLSJWM-SJRNRL,28.6056361,-80.9620528,
661,21FLSJWM-SJSR16,29.9772222,-81.61,
662,21FLSJWM-SJWSIL,29.895,-81.5947222,
663,21FLSJWM-SMC,29.9588889,-81.5436111,
664,21FLSJWM-SMO,27.9893444,-80.7916806,
665,21FLSJWM-SNM,28.2162278,-80.8562389,
666,21FLSJWM-SPCR,30.0997222,-81.7466667,
667,21FLSJWM-SRB,29.595,-81.6822222,
668,21FLSJWM-SRP,29.7988889,-81.5644444,
669,21FLSJWM-SRS,28.5427972,-80.9430806,
670,21FLSJWM-SWB331,29.6319444,-82.3247222,
671,21FLSJWM-SWBSE4,29.6380556,-82.3177778,
672,21FLSJWM-T-2,28.7325,-81.1680556,
673,21FLSJWM-T-4,28.7216111,-81.1776111,
674,21FLSJWM-T-5,28.7006667,-81.2526667,
675,21FLSJWM-T-8,28.7150833,-81.29305,
676,21FLSJWM-TCB,28.3523139,-80.9281694,
677,21FLSJWM-TMC,27.9399028,-80.8218806,
678,21FLSJWM-YGCAA,28.9098236,-81.8240669,
679,21FLSJWM-YGCCA,28.910317,-81.8207978,
683,21FLSUW-FAL020C1,30.2611111,-82.6686111,
713,21FLSUW-WIT040C1,30.39,-83.1722222,
714,21FLSWFD_WQX-23917,27.499655556,-81.810377778,
715,21FLSWFD_WQX-23949,27.487431772,-82.023346775,
716,21FLSWFD_WQX-24734,27.924958333,-81.726311111,
717,21FLSWFD_WQX-24764,27.938358333,-81.851191667,
718,21FLSWFD_WQX-24805,27.7517,-81.781897222,
719,21FLSWFD_WQX-24833,27.902372222,-81.817602778,
720,21FLSWFD_WQX-25112,26.9843069,-81.935602,
747,FLPRMRWS-SC1,26.9906667,-81.8948333,
748,FLPRMRWS-SC2,26.9751667,-81.8876667,
2,USGS-02234500,28.83804694,-81.3242323,2582.0
4,USGS-261533080571600,26.2585,-80.9534167,
5,21FLBROW-13,26.173,-80.221,
6,21FLBROW-33,26.314,-80.082,
7,21FLBROW-41,25.986,-80.121,
8,21FLCMP_WQX-32010E98,30.3872222,-86.4813889,
15,21FLGW_WQX-3538,30.59849,-83.07319,
17,21FLMCGL-T01,30.6688552,-84.305949,
18,21FLMCGL-T02,30.384323,-84.654823,
19,21FLORAN-BCA,28.4502778,-81.3113889,
20,21FLORAN-BCC,28.3480556,-81.3205556,
21,21FLORAN-BCE,28.3941667,-81.3769444,
22,21FLORAN-CCB,28.4644444,-81.5138889,
31,21FLRCID-C-12C,28.32518,-81.52104,
32,21FLRCID-C-5,28.3886388,-81.5253611,
33,21FLRCID-RC-12,28.33178,-81.58015,
34,21FLRCID-RC-14,28.27561,-81.54512,
35,21FLRCID-RC-16,28.27124,-81.59049,
36,21FLRCID_WQX-C-12C,28.32518,-81.52104,
37,21FLRCID_WQX-C-5,28.3897,-81.5249,
38,21FLRCID_WQX-RC-12,28.33178,-81.58015,
39,21FLRCID_WQX-RC-14,28.27561,-81.54512,
40,21FLRCID_WQX-RC-16,28.27124,-81.59049,
45,21FLSFWM-C1106.30TN,26.0674475,-80.3542956,
46,21FLSFWM-C11S9P2,26.0613111,-80.4434361,
84,21FLSFWM-CUT1,26.7291667,-80.8511111,
85,21FLSFWM-CUT3,26.6971139,-80.7210389,
95,21FLSFWM-G300,26.6773047,-80.3630536,
96,21FLSFWM-G301,26.6755772,-80.3801644,
98,21FLSFWM-G303,26.659475,-80.3977778,
99,21FLSFWM-G305G,26.6721697,-80.4016111,
100,21FLSFWM-G305N,26.6669283,-80.4056389,
101,21FLSFWM-G308,26.6127619,-80.4448611,
102,21FLSFWM-G310,26.5982139,-80.4455556,
103,21FLSFWM-G327A,26.6772656,-80.4445278,
104,21FLSFWM-G328,26.4722953,-80.4456058,
105,21FLSFWM-G328B,26.4372358,-80.4728167,
106,21FLSFWM-G328R,26.4503931,-80.4654611,
107,21FLSFWM-G330A,26.3793314,-80.5142694,
108,21FLSFWM-G332,26.3800086,-80.527355,
109,21FLSFWM-G334,26.3793422,-80.5281558,
110,21FLSFWM-G335,26.3791033,-80.5126828,
115,21FLSFWM-G344A,26.4581833,-80.8833972,
116,21FLSFWM-G344B,26.4510194,-80.8832444,
117,21FLSFWM-G344C,26.4438722,-80.8830139,
118,21FLSFWM-G344D,26.4367222,-80.88285,
121,21FLSFWM-G354C,26.3500728,-80.8807575,
122,21FLSFWM-G393B,26.3365292,-80.8821581,
123,21FLSFWM-G404,26.3322936,-80.7755144,
124,21FLSFWM-G406,26.4334781,-80.946665,
125,21FLSFWM-G409,26.3308928,-80.8818322,
126,21FLSFWM-G410,26.4363019,-80.8822564,
192,21FLSFWM-S197,25.2872631,-80.4414961,
195,21FLSFWM-S2DOWN,26.7009667,-80.7161472,
202,21FLSFWM-S332DAS,25.4830572,-80.5632225,
209,21FLSFWM-S355A,25.7618689,-80.5909244,
210,21FLSFWM-S355B,25.7618369,-80.5532664,
213,21FLSFWM-S3DOWN,26.6988444,-80.807375,
234,21FLSFWM-S79N,26.7239569,-81.6984111,
245,21FLSFWM-TCGRI,27.3172361,-80.8381528,
259,21FLSFWM-VOW2,26.5934569,-80.2711078,
260,21FLSFWM-VOW3,26.6805639,-80.2504578,
261,21FLSFWM-VOW35,26.6769042,-80.2344381,
262,21FLSFWM-VOW4,26.6815747,-80.2839236,
263,21FLSFWM-VOW85,26.6765639,-80.2185578,
265,21FLSJWM-3J06COWB,29.6793889,-81.6211917,
270,21FLSJWM-DRVR,28.8130669,-81.7663453,
276,21FLSJWM-LFC329B,29.6516667,-82.2511111,
277,21FLSJWM-LHTNB,29.6930556,-82.2652778,
285,21FLSJWM-SAVBRLNI,29.5963889,-81.6380556,
286,21FLSJWM-SAVEAGPI,29.9736111,-81.6236111,
288,21FLSJWM-SAVOLBBI,30.1294444,-81.6447222,
296,21FLSJWM-WCD4,28.0165806,-80.7126472,
303,21FLSWFD_WQX-24049,27.199777778,-81.987805556,
304,21FLSWFD_WQX-24431,27.166638889,-81.8795,
305,21FLSWFD_WQX-25991,27.099894444,-82.209047222,
1,USGS-02234998,28.7036075,-81.3920135,44.5
2,USGS-02255600,27.20921499,-81.4614637,60.0
3,USGS-02256500,26.9325585,-81.3147949,311.0
5,USGS-02272650,27.46531709,-80.9220072,38.3
6,USGS-02272676,27.38031945,-80.97589739,58.3
7,USGS-02273198,27.33083333,-81.2533333,
8,USGS-02273230,27.21393588,-81.201458,
9,USGS-02273630,27.24393485,-80.8964511,23.1
10,USGS-02274005,27.37754217,-80.8453388,8.56
11,USGS-02274010,27.3653202,-80.8725617,45.4
12,USGS-02274490,27.3047665,-80.8189493,31.4
13,USGS-02274505,27.28087828,-80.8239494,5.74
14,USGS-02275197,27.2372685,-80.780615,9.4
15,USGS-02275625,27.20560294,-80.7428363,24.2
16,USGS-02275631,27.19310335,-80.7295027,
18,USGS-022908205,25.3386722,-80.9132167,
19,USGS-02306774,28.06583333,-82.5658333,17.8
21,USGS-02322500,29.84884769,-82.7151204,1017.0
23,USGS-252019080544800,25.35833333,-80.9002778,
24,21FLANER-APARVNUT,29.77905,-85.0434333,
25,21FLANER_WQX-APARVNUT,29.77905,-85.0434333,
26,21FLAVON_WQX-APAFRTMDL2,27.7037,-81.3736,
27,21FLA_WQX-20030213,29.64241,-81.63144,
